"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"세종특별자치시",세종특별자치시 전동면 하노장4길 9,세종특별자치시 전동면 노장리 585-9,다목적,1,41,1)정자앞 2)전동초운동장,30,,044-300-2454,36.65585512,127.2650447659,2019-09-20
"세종특별자치시",세종특별자치시 전동면 전동로 35,세종특별자치시 전동면 노장리 606-1,다목적,2,200,1)계룡관광버스주차장옆 2)삼거리,30,,044-300-2454,36.6563441267,127.2687998979,2019-09-20
"세종특별자치시",,세종특별자치시 연서면 쌍류리 371-1,다목적,2,200,1)쌍류호후문방면 2)쌍류초정문,30,,044-300-2454,36.5994318711,127.2095116140,2019-09-20
"세종특별자치시","세종특별자치시 도움3로 160(종촌동, 가재마을4단지)",,다목적,1,200,1)제천하류(어진동)2)가재5단지(다정동) 3)가재10단지(아름동)4)가재5단지,30,,044-300-2454,36.5081759740,127.2429512441,2019-09-20
"세종특별자치시",세종특별자치시 절재로 107(도담동),,다목적,1,200,1)방축상류(충대병원)2)어진동(청사) 3)방축하류(법제처) 4)도램1단지(아름동),30,,044-300-2454,36.5075824053,127.2527861196,2019-09-20
"세종특별자치시",세종특별자치시 방축1길 25(도담동),,다목적,1,200,1)204동앞(아름동)2)도담상가옆방축천(충대병원) 3)라온상가주차장4)도램10단지,30,,044-300-2454,36.5202420272,127.2610534429,2019-09-20
"세종특별자치시",세종특별자치시 방축1길 33(도담동),세종특별자치시 도담동 417,다목적,1,200,1)동산교회2)해피라움7상가 3)상가옆하류(성남고) 4)방축하류,30,,044-300-2454,36.5209513574,127.2614086335,2019-09-20
"세종특별자치시",세종특별자치시 방축1길 45(도담동),세종특별자치시 도담동 423,다목적,1,200,1)푸르지오10단지(국제고) 2)양지초(도담동) 3)503동앞하류(성남고) 4)푸르지오10단지(국제국),30,,044-300-2454,36.5212513265,127.2626913662,2019-09-20
"세종특별자치시",세종특별자치시 방축2길 5-15(도담동),,다목적,1,200,1) 고가밑(양지초)2)도램503동(아름동) 3)해지교2교(방축상류) 4)고가밑 양지초,30,,044-300-2454,36.5208736120,127.2623417480,2019-09-20
"세종특별자치시",세종특별자치시 연기면 월산새뜸길 9,,다목적,1,200,1)시설관리사무소 2) 호수공원상류3)호수공원관람데크 4)세종마치상가,30,,044-300-2454,36.5203443152,127.3129249967,2019-09-20
"세종특별자치시",세종특별자치시 연기면 연청로 2-30,,다목적,1,200,1)한뜰3단지 2)시설관리사무소 3)호수공원관리사무소 4)호수공원관리사무소,30,,044-300-2454,36.5043557360,127.3011490473,2019-09-20
"세종특별자치시",세종특별자치시 연기면 태산로 329,세종특별자치시 연기면 세종리 24-61,다목적,1,200,1)시설관리사무소 2)국립도서관 3)시설관리사무소 4)국립도서관,30,,044-300-2454,36.5174774282,127.3371845967,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 세종리 114-160,다목적,1,200,1)습지섬2)시설관리사업소 3)습지섬 4)시설관리사업소,30,,044-300-2454,36.5019946339,127.2791072370,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 세종리 114-168,다목적,1,200,1)호수전망대 2)작은팔각정 3)호수전망대 4)작은팔각정,30,,044-300-2454,36.5012944536,127.2806554292,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 세종리 114-462,다목적,1,200,1) 나들숲2)작은팔각정 3)나들숲 4)작은팔각정,30,,044-300-2454,36.5029623749,127.2773517628,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 세종리 114-268,다목적,1,200,1)나들숲 2)습지섬 3)작은팔각정 4)나들숲,30,,044-300-2454,36.4996986606,127.2804474163,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 세종리 114-310,다목적,1,200,1)바람의언덕 2)나들숲 3)바람의언덕 4)나들숲,30,,044-300-2454,36.4989553458,127.2795623697,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 세종리 114-347,다목적,1,200,1)푸른들판 2)나들숲둘레길 3)푸른들판 4)나들숲둘레길,30,,044-300-2454,36.4977357591,127.2772311975,2019-09-20
"세종특별자치시",세종특별자치시 연기면 태산로 329,세종특별자치시 연기면 세종리 24-61,다목적,1,200,1)푸른들판뒤 2)모래놀이터 3)바람의언덕 4)모래놀이터,30,,044-300-2454,36.5174774282,127.3371845967,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 세종리 114-379,다목적,1,200,1)수상무대석화장실 2)모래놀이터 3)전월산 4)수상무대화장실,30,,044-300-2454,36.4963265777,127.2754410559,2019-09-20
"세종특별자치시",세종특별자치시 연기면 월산공단로 276-73,,다목적,2,200,1)수강무대매점 2)몰놀이공원 3)수상무대 4)모래놀이터,30,,044-300-2454,36.5211698545,127.3031211472,2019-09-20
"세종특별자치시",세종특별자치시 연기면 임난수로 176,,다목적,1,200,1)호수공원매점 2)수목원 3) 수변산책로 4)팔가정,30,,044-300-2454,36.5145070492,127.2892028514,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 세종리 107-33,다목적,1,200,1)물놀이섬 2)물꽃섬 3)물놀이섬 4)물꽃섬,30,,044-300-2454,36.4940199292,127.2717731599,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 세종리 107-101,다목적,1,200,1)제1주차장 2)감각정원 3)야생초화원 4)제1주차장,30,,044-300-2454,36.4929051469,127.2710964572,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 세종리 548-106,다목적,1,200,1)제1주차장 2)양생초화원 3)제1주차장 4)양생초화원,30,,044-300-2454,36.4924212502,127.2698919276,2019-09-20
"세종특별자치시",세종특별자치시 연서면 벌말길 73,세종특별자치시 연서면 쌍류리 365-3,다목적,1,200,1)마을회관앞,30,,044-300-2454,36.599362,127.2097399574,2019-09-20
"세종특별자치시",,세종특별자치시 소정면 소정리 583-1,다목적,2,200,1)소정초주차장옆도로 2)소정초후문금강마트앞도로,30,,044-300-2454,36.7206988072,127.1586506858,2019-09-20
"세종특별자치시",,세종특별자치시 연동면 내판리 15-6,다목적,1,41,1)연동초정문(운동장),30,,044-300-2454,36.5591914581,127.3261091229,2019-09-20
"세종특별자치시",,세종특별자치시 연동면 내판리 1-11,다목적,2,200,1)연동초축구장방향 2)연동초체육관옆골목길,30,,044-300-2454,36.559805,127.3273737443,2019-09-20
"세종특별자치시",,세종특별자치시 금남면 감성리 63-1,다목적,1,41,1)감성초옆도로,30,,044-300-2454,36.4430559642,127.2879098205,2019-09-20
"세종특별자치시",세종특별자치시 전의면 운주산로 1204-9,세종특별자치시 전의면 읍내리 192-1,다목적,2,41,1)난파음악학원옆도로 2)난파음악학원주차장옆도로,30,,044-300-2454,36.6807005246,127.2029568737,2019-09-20
"세종특별자치시",세종특별자치시 연서면 연서로 148,세종특별자치시 연서면 신대리 33-1,다목적,1,41,1)연서초정문앞도로,30,,044-300-2454,36.5829800054,127.2543502277,2019-09-20
"세종특별자치시",,세종특별자치시 연서면 봉암리 214-16,다목적,3,200,1)연봉초입구 2)세종밥집방면도로 3)수레건강원앞도로,30,,044-300-2454,36.5633940454,127.2833398002,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 눌왕리 719-4,다목적,2,130,1)수왕초체육관옆도로 2)축사방면도로,30,,044-300-2454,36.5441228648,127.2517407071,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 남리 63-4,다목적,3,130,1)복단지부동산앞도로 2)원조소머리국밥옆도로 3)대광쌀상회앞,30,,044-300-2454,36.598444,127.3004620339,2019-09-20
"세종특별자치시",세종특별자치시 조치원읍 장안로 56,세종특별자치시 조치원읍 남리 361,다목적,3,200,1)소리새노래연습장 2)로타리보일러옆골목 3)자전거가게옆도로,30,,044-300-2454,36.5967654121,127.3016016505,2019-09-20
"세종특별자치시",,세종특별자치시 연서면 월하리 725-1,다목적,1,130,1)아이마루어린이집정문앞도로,30,,044-300-2454,36.5833974305,127.2828788224,2019-09-20
"세종특별자치시",,세종특별자치시 전의면 신방리 95-3,다목적,1,130,1)어린이보호구역도로,30,,044-300-2454,36.675981,127.2066294248,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 죽림리 132,다목적,1,130,1)풍전유리공사앞도로,30,,044-300-2454,36.5905109503,127.2929450581,2019-09-20
"세종특별자치시",,세종특별자치시 전의면 읍내리 258-2,다목적,1,130,1)혜성학원앞2)할머니오아족발보쌈3)한화L&C방면4)제일교회옆E)혜성학원,30,,044-300-2454,36.679596,127.2021667494,2019-09-20
"세종특별자치시",세종특별자치시 부강면 부강로 25-2,세종특별자치시 부강면 부강리 433-7,다목적,5,130,1)파랑새마트앞도로,30,,044-300-2454,36.5282264237,127.3664856801,2019-09-20
"세종특별자치시",세종특별자치시 장군면 장척로 359,세종특별자치시 장군면 하봉리 37-1,다목적,3,130,1)장기중주차장입구 2)장기중건물옆주차장 3)장기중농구장,30,,044-300-2454,36.4938847661,127.2017272676,2019-09-20
"세종특별자치시",,세종특별자치시 장군면 태산리 292-6,다목적,3,130,1)인삼밭옆도로 2)의랑초운동장옆도로 3)의랑초교실옆도로,30,,044-300-2454,36.5494434192,127.1905062470,2019-09-20
"세종특별자치시",세종특별자치시 조치원읍 장안로 58,세종특별자치시 조치원읍 남리 362,다목적,2,130,1)축산물직판장앞도로 2)남리놀이터공원,30,,044-300-2454,36.596655,127.3017129854,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 평리 9-3,다목적,2,130,1)정자옆도로 2)빌라마동옆도로,30,,044-300-2454,36.6066171149,127.2998960736,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 죽림리 68-10,다목적,2,130,1)미끄럼틀앞 2)운동기구방면,30,,044-300-2454,36.5945079937,127.2952772153,2019-09-20
"세종특별자치시",세종특별자치시 조치원읍 문화1길 23,세종특별자치시 조치원읍 침산리 279-7,다목적,2,130,1)착한마트앞도로 2)스위트파크앞도로,30,,044-300-2454,36.6015507998,127.2891027189,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 명리 85,다목적,2,200,1)명동초앞도로 2)미금주택앞도로,30,,044-300-2454,36.6016776394,127.3048901559,2019-09-20
"세종특별자치시",세종특별자치시 도움3로 58(어진동),,다목적,1,200,1)제1주차장 2)큰팔각정 3)제1주차장 4)큰팔각정,30,,044-300-2454,36.5054599984,127.2558332994,2019-09-20
"세종특별자치시",세종특별자치시 다솜1로 93(어진동),,다목적,1,200,1)큰팔각정 2)큰팔각정 3)큰팔각정 4)수변전통정원,30,,044-300-2454,36.5058369774,127.2582054819,2019-09-20
"세종특별자치시",세종특별자치시 밀마루길 6(어진동),,다목적,1,200,1)호수의아침 2)체육광장 3)그네놀이터 4)큰팔각정,30,,044-300-2454,36.5037406479,127.2574841316,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 세종리 107-250,다목적,1,200,1)큰팔각정 2)전통놀이 3)수상무대 4)큰팔각정,30,,044-300-2454,36.4880789975,127.2714435712,2019-09-20
"세종특별자치시",세종특별자치시 연기면 어울누리광장로 115,,다목적,1,200,1)수상무대섬 2)국립도서관 3)수상무대섬 4)국립도서관,30,,044-300-2454,36.4896759095,127.2702942470,2019-09-20
"세종특별자치시",세종특별자치시 도움5로 19(어진동),,다목적,1,200,1)호수공원매점 2)공원입구광장 3)수상무대입구광장 4)수변마루천변,30,,044-300-2454,36.5047281888,127.2592064220,2019-09-20
"세종특별자치시",세종특별자치시 도움3로 31(어진동),,다목적,2,200,1)광장분수대 2)수상무대 3)국립도서관 4)광장분수대,30,,044-300-2454,36.5031644040,127.2572545137,2019-09-20
"세종특별자치시",세종특별자치시 연기면 임난수로 194,,다목적,1,200,1)호수전망대 2)축제성 3)호수전망대 4)축제섬,30,,044-300-2454,36.5151281677,127.2917014223,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 세종리 548-85,다목적,1,200,1)주차장입구 2)매정광장 3)수변전통정원 4)매점광장,30,,044-300-2454,36.4912493597,127.2690044509,2019-09-20
"세종특별자치시",세종특별자치시 연기면 임난수로 176,,다목적,1,200,1)물놀이섬 2)수상공원 3)매점뒤 4)국립수목원,30,,044-300-2454,36.5145070492,127.2892028514,2019-09-20
"세종특별자치시",세종특별자치시 연기면 중앙공원서로 60,,다목적,1,200,1)나성동 2)호수공원 3)제1주차장 4)나성동,30,,044-300-2454,36.4904711118,127.2693282855,2019-09-20
"세종특별자치시",세종특별자치시 하나로 25(어진동),,다목적,1,200,1)에비뉴힐 2)청사주유소 3)법제처 4)에비뉴힐,30,,044-300-2454,36.5087708301,127.2776032042,2019-09-20
"세종특별자치시",세종특별자치시 절재로 301(어진동),,다목적,1,200,1)한솔동 2)공주 3)정부청사(조치원) 4)kt어진국사,30,,044-300-2454,36.5060109608,127.2739364665,2019-09-20
"세종특별자치시",세종특별자치시 도움3로 58(어진동),,다목적,1,200,1)산업통상부 2)음악분수대 3)어진중 4)도림1교(법제처),30,,044-300-2454,36.5054599984,127.2558332994,2019-09-20
"세종특별자치시",세종특별자치시 다솜1로 93(어진동),,다목적,1,200,1)도림2교(연양초) 2)청사남측정류장 3)천변광장 4)어진중,30,,044-300-2454,36.5058369774,127.2582054819,2019-09-20
"세종특별자치시",세종특별자치시 밀마루길 6(어진동),,다목적,1,200,1)호수공원 2)연양유치원 3)국가보훈처 4)호수공원,30,,044-300-2454,36.5037406479,127.2574841316,2019-09-20
"세종특별자치시",세종특별자치시 도움8로 91(어진동),,다목적,1,200,1)어진중 2)법제처 3)중앙청사 4)어진중,30,,044-300-2454,36.5041924795,127.2715502388,2019-09-20
"세종특별자치시","세종특별자치시 다솜로 290(어진동, 한뜰마을3단지)",,다목적,1,200,1)홈플러스 2)인사혁신처 3)국민연금 4)방축하류,30,,044-300-2454,36.5056059347,127.2729348714,2019-09-20
"세종특별자치시",,세종특별자치시 어진동 298-5,다목적,1,200,1)중앙청사 2)도시통합정보센터 3)제천상류(종촌동) 4)중앙청사,30,,044-300-2454,36.4952077074,127.2559159926,2019-09-20
"세종특별자치시",세종특별자치시 다솜로 185(어진동),,다목적,1,200,1)나성4교하류 2)성남고 3)푸르지오시티 4)나성4교하류,30,,044-300-2454,36.4968084469,127.2691493251,2019-09-20
"세종특별자치시",세종특별자치시 다솜로 175(어진동),세종특별자치시 어진동 642,다목적,1,200,1)호수제1주차장 2)성남고 3)성남고 4)호수제1주차장,30,,044-300-2454,36.4960699377,127.2689547965,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 363-153,다목적,1,200,360도 전방면,30,,044-300-2454,36.4933669219,127.2521641628,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 363-111,다목적,1,200,1)BRT정류장 2)세움초 3)BRT정류장 4)세움초,30,,044-300-2454,36.4946898938,127.2541477193,2019-09-20
"세종특별자치시",세종특별자치시 조치원읍 행복길 5,세종특별자치시 조치원읍 침산리 269-12,다목적,2,130,1)LG베스트샵앞도로 2)정정아식당앞도로,30,,044-300-2454,36.6033396193,127.2901912938,2019-09-20
"세종특별자치시",세종특별자치시 조치원읍 신흥샛터길 29,세종특별자치시 조치원읍 신흥리 44,다목적,2,130,1)국무관합기도체육관앞도로 2)대동초후문옆도로,30,,044-300-2454,36.5971492621,127.2936772983,2019-09-20
"세종특별자치시",세종특별자치시 조치원읍 새내14길 42,세종특별자치시 조치원읍 교리 20-1,다목적,2,130,1)장수식당옆도로 2)어린이공원내정자,30,,044-300-2454,36.6033228677,127.2998702077,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 번암리 136-4,다목적,2,130,1)건축자재백화정방면갈래길 2)미동어린이집방면도로,30,,044-300-2454,36.583051,127.2917410455,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 봉산리 104-1,다목적,2,130,1)오봉산입구 2) 오봉산주차장,30,,044-300-2454,36.6036797628,127.2752835442,2019-09-20
"세종특별자치시",세종특별자치시 부강면 부강로 25-7,세종특별자치시 부강면 부강리 505-3,다목적,1,130,1)부강중학교,30,,044-300-2454,36.5263175048,127.3648152435,2019-09-20
"세종특별자치시",,세종특별자치시 부강면 문곡리 1063-1,다목적,2,130,1)부강약수 2)부강어린이집,30,,044-300-2454,36.5271498,127.3790755396,2019-09-20
"세종특별자치시",,세종특별자치시 금남면 용포리 318-2,다목적,2,130,1)두진아파트놀이터 2)두진아파트놀이터,30,,044-300-2454,36.463155,127.2782177563,2019-09-20
"세종특별자치시",세종특별자치시 장군면 장기초교길 11-1,세종특별자치시 장군면 도계리 163-11,다목적,2,130,1)영평사 2)장기초정문,30,,044-300-2454,36.497135,127.2073297735,2019-09-20
"세종특별자치시",,세종특별자치시 소정면 소정리 38-10,다목적,2,130,1)소정초후문 2)소정초후문,30,,044-300-2454,36.7209174721,127.1581144029,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 상리 153-3,다목적,1,200,1)연화다실,30,,044-300-2454,36.6013471095,127.3024369178,2019-09-20
"세종특별자치시",세종특별자치시 조치원읍 허만석로 98,세종특별자치시 조치원읍 죽림리 303,다목적,1,200,1)체육공원놀이터,30,,044-300-2454,36.5902055132,127.3014420264,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 명리 24,다목적,1,200,1)영각사,30,,044-300-2454,36.600842,127.3033761693,2019-09-20
"세종특별자치시",,세종특별자치시 부강면 부강리 476-6,다목적,3,130,1)형제세탁소옆길 2)가마솥뼈다귀해장국 3)컴과함께,30,,044-300-2454,36.5281940206,127.3687416008,2019-09-20
"세종특별자치시",,세종특별자치시 부강면 문곡리 961-1,다목적,1,200,1)세종하이텍고앞,30,,044-300-2454,36.5279698,127.3840588663,2019-09-20
"세종특별자치시",세종특별자치시 금남면 용포중앙1길 54,세종특별자치시 금남면 용포리 28,다목적,1,200,1)게이트볼경기장아래,30,,044-300-2454,36.4635113016,127.2866704705,2019-09-20
"세종특별자치시",세종특별자치시 전의면 운주산로 1204-9,세종특별자치시 전의면 읍내리 192-1,다목적,1,200,1)주선생S학원,30,,044-300-2454,36.6807005246,127.2029568737,2019-09-20
"세종특별자치시",,세종특별자치시 전의면 신정리 615,다목적,1,200,1)공원진입로,30,,044-300-2454,36.7029183034,127.2174359518,2019-09-20
"세종특별자치시",,세종특별자치시 전동면 노장리 614-1,다목적,1,200,1)전동초,30,,044-300-2454,36.6553659576,127.2671700334,2019-09-20
"세종특별자치시",,세종특별자치시 전동면 노장리 585-5,다목적,3,130,1)도원슈퍼옆길 2)전동파출소 3)전동파출소,30,,044-300-2454,36.6553182153,127.2643019339,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 교리 53,다목적,2,130,1)조치원역 2)교동초,30,,044-300-2454,36.605429,127.2973202312,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 신흥리 33,다목적,2,200,1)침산리 2)산림조합,30,,044-300-2454,36.596971,127.2914674821,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 눌왕리 710-123,다목적,3,200,1)수왕초 2)수산리 3)수산리삼거리,30,,044-300-2454,36.5442170840,127.2465987600,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 연기리 325-1,다목적,3,200,1)선한목자교회 2)면사무소 3)효성꽃하우스,30,,044-300-2454,36.542725,127.2791963065,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 13,다목적,1,200,1)다정중 2)BRT정류장 3)새움중 4)다정중,30,,044-300-2454,36.4956303988,127.2517017732,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 9-4,다목적,2,200,1)BRT정루장 2)세움중 3)다정중 4)BRT정류장,30,,044-300-2454,36.49374798,127.2485294996,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 6-1,다목적,2,200,1)새움중 2)빛찬초 3)새움중 4)빛찬초,30,,044-300-2454,36.49601844,127.2485855955,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 629,다목적,1,200,1)종촌동 2)새움초 3)새롬동 4)다정동,30,,044-300-2454,36.4942117130,127.2474399291,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 332-3,다목적,2,200,1)다정중 2)새움중 3)다정초 4)다정중,30,,044-300-2454,36.4937029153,127.2450493931,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 333-2,다목적,1,200,1)다정고 2)빛찬초 3)페스티발상가 4)다정중,30,,044-300-2454,36.4944355843,127.2450333310,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 342,다목적,1,200,1)다정초 2)새롬동 3)다정고 4)다정초,30,,044-300-2454,36.4944280474,127.2430421878,2019-09-20
"세종특별자치시","세종특별자치시 다정중앙로 77(다정동, 가온마을6단지)",,다목적,2,200,360도 전방면,30,,044-300-2454,36.4978773277,127.2483212292,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 409,다목적,2,200,1)공주 2)다빛초 3)아이뜰공원 4)공주,30,,044-300-2454,36.4995126626,127.2359060424,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 363-72,다목적,1,200,1)BRT정류장 2)다정고 3)다정고 4)다정중,30,,044-300-2454,36.4929799761,127.2536518433,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 산 28,다목적,2,200,1)새움중 2)다정고 3)다정고 4)다정중,30,,044-300-2454,36.4961822427,127.2433872232,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 산 55,다목적,1,200,1)사오리지하차도 2)다정초 3)세종로 4)가득초,30,,044-300-2454,36.4922685538,127.2416168146,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 380,다목적,1,200,1)공주 2)빛찬초 3)다정고 4)공주,30,,044-300-2454,36.4959575416,127.2405289226,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 363-326,다목적,1,200,1)다정고 2)가득초 3)산책로(대전방향) 4)세종로(대전방향),30,,044-300-2454,36.49205785,127.2403920143,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 399,다목적,1,200,1)공주 2)앵두꽃공원 3)아이뜰공원 4)눈꽃공원,30,,044-300-2454,36.49757433,127.2353109898,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 산 8,다목적,1,200,1)빛찬초 2)다름고개 3)공주 4)아이뜰공원,30,,044-300-2454,36.4983179731,127.2369680082,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 397-4,다목적,1,200,1)빛찬초 2)공주 3)아이뜰공원 4)빛찬초,30,,044-300-2454,36.4964143911,127.2372998020,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 393-3,다목적,1,200,360도 전방면,30,,044-300-2454,36.4989216010,127.2381433353,2019-09-20
"세종특별자치시",,세종특별자치시 다정동 271,다목적,2,200,1)공주 2)현대엠코5단지 3)빛찬초 4)한신3단지,30,,044-300-2454,36.4991933204,127.2449039563,2019-09-20
"세종특별자치시",,세종특별자치시 새롬동 341-167,다목적,1,200,1)금성백조9단지 2)크리스마스상가 3)단독주택부지 4)금성백조9단지,30,,044-300-2454,36.4807534510,127.2496154583,2019-09-20
"세종특별자치시",,세종특별자치시 새롬동 341-77,다목적,1,200,1)새움중 2)새움초 3)BRT정류장 4)새롬고,30,,044-300-2454,36.4842617331,127.2535052023,2019-09-20
"세종특별자치시",,세종특별자치시 새롬동 산 4,다목적,1,200,1)가득초 2)크리스마스상가 3)단독주택부지 4)가득초,30,,044-300-2454,36.4874685990,127.2517913693,2019-09-20
"세종특별자치시",,세종특별자치시 새롬동 341-184,다목적,1,200,1)새롬중 2)국세청 3)역사공원 4)새뜸109동,30,,044-300-2454,36.482362,127.2452770893,2019-09-20
"세종특별자치시",,세종특별자치시 새롬동 산 37,다목적,1,200,1)새뜸4단지 2)가득초 3)주추터널 4)회전교차로,30,,044-300-2454,36.4868409034,127.2466721245,2019-09-20
"세종특별자치시",,세종특별자치시 연기면 수산리 168-9,다목적,2,200,1)버스종점놀이터 2)눌왕리,30,,044-300-2454,36.5412867502,127.2307679884,2019-09-20
"세종특별자치시",,세종특별자치시 연동면 내판리 29-19,다목적,3,200,1)법음사 2)농협은행 3)연동면사무소입구,30,,044-300-2454,36.5576880785,127.3251061555,2019-09-20
"세종특별자치시",세종특별자치시 장군면 장척로 398-9,세종특별자치시 장군면 도계리 164-1,다목적,3,130,1)펜타빌삼거리 2)장기초운동장 3)장기초후문주차장,30,,044-300-2454,36.4962963387,127.2059033728,2019-09-20
"세종특별자치시",세종특별자치시 장군면 장척로 398-1,세종특별자치시 장군면 도계리 168-2,다목적,3,200,1)대교감리교회 2)면사무소 3)봉안리,30,,044-300-2454,36.4967336812,127.2052169925,2019-09-20
"세종특별자치시",,세종특별자치시 연서면 월하리 852-71,다목적,3,200,1)도원초 2)도원초 3)아파트정문,30,,044-300-2454,36.5875536946,127.2888236497,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 신흥리 394,다목적,4,200,1)체육공원 2)뚜레주르 3)놀이터 4)파리바게트,30,,044-300-2454,36.5933511541,127.2883520645,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 죽림리 399,다목적,2,200,1)자이101동앞 2)자이어린이놀이터,30,,044-300-2454,36.589514,127.2914051762,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 신안리 543,다목적,2,200,1)공원벤치 2)공원미끄럼틀,30,,044-300-2454,36.6163562161,127.2849833797,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 서창리 289-1,다목적,2,200,1)공원미끄럼틀 2)공원내오솔길,30,,044-300-2454,36.6084041916,127.2932675854,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 침산리 280-1,다목적,3,200,1)공원벤치 2)공원미끄럼틀 3)공원뒤길,30,,044-300-2454,36.601251,127.2885268606,2019-09-20
"세종특별자치시",세종특별자치시 조치원읍 새내18길 36-1,세종특별자치시 조치원읍 교리 7-30,다목적,3,200,1)교동초정문 2)주차장 3)드림하우스,30,,044-300-2454,36.6050430673,127.2995415593,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 남리 60-5,다목적,4,200,1)대수약국 2)세종팰리스 3)성당 4)웰마트,30,,044-300-2454,36.5979818252,127.2993012266,2019-09-20
"세종특별자치시",,세종특별자치시 연서면 신대리 48-2,다목적,2,200,1)연서초 2)교차로,30,,044-300-2454,36.5819045945,127.2519928177,2019-09-20
"세종특별자치시",세종특별자치시 보듬8로 11,세종특별자치시 도담동 583,다목적,2,200,1)양지초정문 2)주차장,30,,044-300-2454,36.5184990189,127.2603107345,2019-09-20
"세종특별자치시",,세종특별자치시 조치원읍 신흥리 8-9,다목적,3,200,1)주차장 2)대동초옆길 3)주차장입구,30,,044-300-2454,36.5972009085,127.2945533734,2019-09-20
"세종특별자치시",세종특별자치시 금송로 687(가람동),,다목적,1,41,1)첫마을6단지 2)첫마을7단지 3)원봉리마을회관 4)폐기물연료화시설,30,,044-300-2454,36.4708982909,127.2509843829,2019-09-20
"세종특별자치시",세종특별자치시 금송로 687,세종특별자치시 가람동 486-15,다목적,1,41,1)첫마을7단지 2)이마트건너편 3)폐기물연료화시설 4)미르초등학교,30,,044-300-2454,36.4708982909,127.2509843829,2019-09-20
"세종특별자치시",세종특별자치시 금송로 687,세종특별자치시 가람동 486-13,다목적,1,41,1)이마트세종점 2)지역난방공사 3)이마트세종점 4)지역난방공사,30,,044-300-2454,36.4708982909,127.2509843829,2019-09-20
"세종특별자치시",세종특별자치시 라온로 82,세종특별자치시 가람동 811,다목적,1,41,1)수질복원센터 2)조치원방향 3)수질복원센터 4)조치원방향,30,,044-300-2454,36.4672439743,127.2418728762,2019-09-20
"세종특별자치시",세종특별자치시 노을3로 31,세종특별자치시 한솔동 943,다목적,1,41,1)참샘유치원 2)참샘초 꿈의교회방향 3)첫마을1단지 4)참샘유치원,30,,044-300-2454,36.4803394701,127.2591207034,2019-09-20
